,YYYYMMDD,Kp[8],,,,,,,,Sum,Ap[8],,,,,,,,Ap
237,20140826,0+,0+,0,1+,1-,1,1,1,6-,2,2,0,5,3.0,4.0,4.0,4.0,3.0
238,20140827,1-,2+,3+,4-,4-,4+,4,3+,25+,3,9,18,22,22.0,32.0,27.0,18.0,19.0
239,20140828,3+,5-,4,3,2+,4-,3-,2+,26,18,39,27,15,9.0,22.0,12.0,9.0,19.0
240,20140829,3+,4-,3,4,3-,2+,3,4-,26-,18,22,15,27,12.0,9.0,15.0,22.0,18.0
241,20140830,4-,4-,2-,3+,3+,2-,3-,2-,22-,22,22,6,18,18.0,6.0,12.0,6.0,14.0
242,20140831,2,2-,2+,4-,3-,2-,4,4-,22-,7,6,9,22,12.0,6.0,27.0,22.0,14.0
243,20140901,3,2+,2+,2+,3-,2,2,3-,19+,15,9,9,9,12.0,7.0,7.0,12.0,10.0
244,20140902,2,2+,2,2-,3-,2,2,3,18-,7,9,7,6,12.0,7.0,7.0,15.0,9.0
245,20140903,3-,3+,3-,2-,1+,1+,1+,2,16+,12,18,12,6,5.0,5.0,5.0,7.0,9.0
246,20140904,3-,2,1+,2,2-,1-,1-,1+,12+,12,7,5,7,6.0,3.0,3.0,5.0,6.0
247,20140905,1+,1+,2-,2-,2-,2,2-,3-,14,5,5,6,6,6.0,7.0,6.0,12.0,7.0
248,20140906,1,2+,3-,1+,2-,3+,2+,3-,17+,4,9,12,5,6.0,18.0,9.0,12.0,9.0
249,20140907,3,3,2+,1-,1-,1-,1-,0+,11+,15,15,9,3,3.0,3.0,3.0,2.0,7.0
250,20140908,0,1+,2-,1-,1,1+,2-,2,10-,0,5,6,3,4.0,5.0,6.0,7.0,4.0
251,20140909,2,2-,1+,2-,2-,2-,2+,2+,15-,7,6,5,6,6.0,6.0,9.0,9.0,7.0
252,20140910,2+,0,1-,1,1-,2,2+,3,12,9,0,3,4,3.0,7.0,9.0,15.0,6.0
253,20140911,3-,4-,2+,2+,2-,1,1+,3+,18+,12,22,9,9,6.0,4.0,5.0,18.0,11.0
254,20140912,5+,4+,2,3,2-,5,5-,6+,32+,56,32,7,15,6.0,48.0,39.0,94.0,37.0
255,20140913,4-,3-,4,1+,2,2,2+,1+,19+,22,12,27,5,7.0,7.0,9.0,5.0,12.0
256,20140914,0+,0+,1-,0+,1-,1-,0,0,3,2,2,3,2,3.0,3.0,0.0,0.0,2.0
257,20140915,0,0+,1,0+,1-,0+,0+,1-,4-,0,2,4,2,3.0,2.0,2.0,3.0,2.0
258,20140916,2-,2+,2,1+,1,1+,2,3-,14+,6,9,7,5,4.0,5.0,7.0,12.0,7.0
259,20140917,2,1-,0,0+,1-,2-,2,2,9+,7,3,0,2,3.0,6.0,7.0,7.0,4.0
260,20140918,2,1,1-,1-,1,1+,3-,3-,12,7,4,3,3,4.0,5.0,12.0,12.0,6.0
261,20140919,4-,5-,3+,3+,3+,4-,3,2+,27+,22,39,18,18,18.0,22.0,15.0,9.0,20.0
262,20140920,2,2,1,1+,2+,1,0+,1,11,7,7,4,5,9.0,4.0,2.0,4.0,5.0
263,20140921,1+,3,1+,1,1,1,2-,1,11+,5,15,5,4,4.0,4.0,6.0,4.0,6.0
264,20140922,1,2+,2,2-,3-,2,2,2-,15+,4,9,7,6,12.0,7.0,7.0,6.0,7.0
265,20140923,3-,2,2,2,3-,3,3-,2+,19+,12,7,7,7,12.0,15.0,12.0,9.0,10.0
266,20140924,4-,4-,3-,4,4-,3+,3,4,28,22,22,12,27,22.0,18.0,15.0,27.0,21.0
267,20140925,4-,2+,2+,3-,2,2-,2+,3,20,22,9,9,12,7.0,6.0,9.0,15.0,11.0
268,20140926,3,3+,3-,3-,4,3+,2,3,24,15,18,12,12,27.0,18.0,7.0,15.0,16.0
269,20140927,4+,4,3+,2+,2+,2+,2,1,22-,32,27,18,9,9.0,9.0,7.0,4.0,14.0
270,20140928,2-,1+,1+,2+,2+,2,2+,1,14+,6,5,5,9,9.0,7.0,9.0,4.0,7.0
271,20140929,2,2-,1+,2+,2,1+,4-,3-,17,7,6,5,9,7.0,5.0,22.0,12.0,9.0
272,20140930,3-,4,2+,3+,2+,2,2+,2+,21+,12,27,9,18,9.0,7.0,9.0,9.0,12.0
273,20141001,4,2+,3-,2+,2-,2+,2-,2,19,27,9,12,9,6.0,9.0,6.0,7.0,11.0
274,20141002,2,2+,2-,1+,2-,2,1+,2+,15-,7,9,6,5,6.0,7.0,5.0,9.0,7.0
275,20141003,2+,0+,1,0+,0+,1,1-,0+,6+,9,2,4,2,2.0,4.0,3.0,2.0,4.0
276,20141004,1+,2-,2,1,1-,0+,1,2-,10-,5,6,7,4,3.0,2.0,4.0,6.0,5.0
277,20141005,2-,2-,1+,1-,2-,2-,1+,1,11,6,6,5,3,6.0,6.0,5.0,4.0,5.0
278,20141006,3-,2,0+,1-,1-,0+,1,3-,10+,12,7,2,3,3.0,2.0,4.0,12.0,6.0
279,20141007,2,3,0+,0+,1-,1-,0+,1,8+,7,15,2,2,3.0,3.0,2.0,4.0,5.0
280,20141008,1,1+,1+,3,2,2-,2,3-,15,4,5,5,15,7.0,6.0,7.0,12.0,8.0
281,20141009,3+,4,4-,2+,2,2-,2,2,21,18,27,22,9,7.0,6.0,7.0,7.0,13.0
282,20141010,3-,3+,1+,0+,1-,1,1+,2-,12+,12,18,5,2,3.0,4.0,5.0,6.0,7.0
283,20141011,2-,3-,3-,2+,3,1+,1-,0+,15-,6,12,12,9,15.0,5.0,3.0,2.0,8.0
284,20141012,0,0,0+,1,1+,1-,1+,1-,5+,0,0,2,4,5.0,3.0,5.0,3.0,3.0
285,20141013,1,0+,1+,0,1,2,3-,3-,11,4,2,5,0,4.0,7.0,12.0,12.0,6.0
286,20141014,1-,1,1-,2-,3+,4+,4+,5,21,3,4,3,6,18.0,32.0,32.0,48.0,18.0
287,20141015,4,3,2,1+,2-,1,0+,1-,14,27,15,7,5,6.0,4.0,2.0,3.0,9.0
288,20141016,2-,1,1-,2-,2-,2-,2-,3,13,6,4,3,6,6.0,6.0,6.0,15.0,6.0
289,20141017,1+,3-,1-,2-,1+,1,1+,3,13,5,12,3,6,5.0,4.0,5.0,15.0,7.0
290,20141018,3+,3,2+,2+,3,4,2+,3,23+,18,15,9,9,15.0,27.0,9.0,15.0,15.0
291,20141019,3,3+,2+,2,2-,1-,2+,1+,17-,15,18,9,7,6.0,3.0,9.0,5.0,9.0
292,20141020,3,3,4,4-,3+,5,4,4-,30-,15,15,27,22,18.0,48.0,27.0,22.0,24.0
293,20141021,3,2+,3,3,3+,3,4-,2+,24-,15,9,15,15,18.0,15.0,22.0,9.0,15.0
294,20141022,4-,3,3-,2+,3-,4-,2+,2-,22,22,15,12,9,12.0,22.0,9.0,6.0,13.0
295,20141023,1+,2,2,2,2+,2-,3+,2,17-,5,7,7,7,9.0,6.0,18.0,7.0,8.0
296,20141024,3,1-,2-,2,2,4-,2,2-,17-,15,3,6,7,7.0,22.0,7.0,6.0,9.0
297,20141025,3,2+,2-,2-,2,3,2,1,17-,15,9,6,6,7.0,15.0,7.0,4.0,9.0
298,20141026,3,3-,3,3,2+,2,2,1,19,15,12,15,15,9.0,7.0,7.0,4.0,10.0
299,20141027,3-,2+,2,3-,2,3-,2,4,20+,12,9,7,12,7.0,12.0,7.0,27.0,12.0
300,20141028,4-,3-,2+,3,3-,3-,2+,1,20+,22,12,9,15,12.0,12.0,9.0,4.0,12.0
301,20141029,3+,2+,2,2-,1,2,2-,0,14,18,9,7,6,4.0,7.0,6.0,0.0,7.0
302,20141030,0+,1-,1-,1+,1-,1,1+,2,8,2,3,3,5,3.0,4.0,5.0,7.0,4.0
303,20141031,1-,2,1+,1+,2,1-,2+,1+,12-,3,7,5,5,7.0,3.0,9.0,5.0,6.0
304,20141101,1-,1,3-,2+,3-,2,1,0+,13-,3,4,12,9,12.0,7.0,4.0,2.0,7.0
305,20141102,2,1,0+,1,3,3+,2+,1-,14-,7,4,2,4,15.0,18.0,9.0,3.0,8.0
306,20141103,2,2-,1,1+,1-,0+,0+,1+,9-,7,6,4,5,3.0,2.0,2.0,5.0,4.0
307,20141104,1+,1,2+,4-,4,3+,5-,5-,25,5,4,9,22,27.0,18.0,39.0,39.0,20.0
308,20141105,3+,3+,3,4-,2+,2-,2,3-,22,18,18,15,22,9.0,6.0,7.0,12.0,13.0
309,20141106,1+,2,2,2-,2+,1,1,3,14+,5,7,7,6,9.0,4.0,4.0,15.0,7.0
310,20141107,3,3,2-,3-,2,2+,2+,3+,20+,15,15,6,12,7.0,9.0,9.0,18.0,11.0
311,20141108,2-,1,2,2,2+,2,1,3,15,6,4,7,7,9.0,7.0,4.0,15.0,7.0
312,20141109,3-,2+,2-,1,2-,2+,3-,3-,17,12,9,6,4,6.0,9.0,12.0,12.0,9.0
313,20141110,4,3,3-,4+,4-,4+,3,2+,27+,27,15,12,32,22.0,32.0,15.0,9.0,20.0
314,20141111,2+,2+,2-,2+,2,1+,2-,5-,18+,9,9,6,9,7.0,5.0,6.0,39.0,11.0
315,20141112,4-,2+,2,1,1-,1,1,2,14-,22,9,7,4,3.0,4.0,4.0,7.0,8.0
316,20141113,1+,2-,1-,2-,1,1-,1-,1-,8+,5,6,3,6,4.0,3.0,3.0,3.0,4.0
317,20141114,3,3,3-,1,2+,2,3+,3,20+,15,15,12,4,9.0,7.0,18.0,15.0,12.0
318,20141115,3-,3+,3,3+,3,1,3-,4+,23+,12,18,15,18,15.0,4.0,12.0,32.0,16.0
319,20141116,4-,4,4-,3+,3+,4-,3-,3,27+,22,27,22,18,18.0,22.0,12.0,15.0,20.0
320,20141117,2,1+,1,2,3+,3-,3+,2,18-,7,5,4,7,18.0,12.0,18.0,7.0,10.0
321,20141118,3-,3-,2+,2,3,3-,1,1+,18-,12,12,9,7,15.0,12.0,4.0,5.0,10.0
322,20141119,3+,0+,1+,2,2,1+,3-,1,14,18,2,5,7,7.0,5.0,12.0,4.0,8.0
323,20141120,3,2,2,3-,1+,2+,3+,2-,18+,15,7,7,12,5.0,9.0,18.0,6.0,10.0
324,20141121,4-,3+,2-,3-,2+,2+,3,2+,21+,22,18,6,12,9.0,9.0,15.0,9.0,12.0
325,20141122,3-,2+,2-,2-,1+,1,2+,3+,16+,12,9,6,6,5.0,4.0,9.0,18.0,9.0
326,20141123,2-,2,2,2+,3-,2+,3-,1,17-,6,7,7,9,12.0,9.0,12.0,4.0,8.0
327,20141124,2+,1+,1,1+,2-,2+,2,1,13,9,5,4,5,6.0,9.0,7.0,4.0,6.0
328,20141125,1,1,0+,1+,1+,2,2-,1,10-,4,4,2,5,5.0,7.0,6.0,4.0,5.0
329,20141126,1,1,1,1,2,0,0,1,7,4,4,4,4,7.0,0.0,0.0,4.0,3.0
330,20141127,1+,3-,2-,1,2,2,2,2,15-,5,12,6,4,7.0,7.0,7.0,7.0,7.0
331,20141128,0+,0,0,0+,2+,2-,1,1,7-,2,0,0,2,9.0,6.0,4.0,4.0,3.0
332,20141129,1-,1-,1+,1-,1,1+,1+,1,8,3,3,5,3,4.0,5.0,5.0,4.0,4.0
333,20141130,1,2,2,1+,1,3-,3-,3-,15+,4,7,7,5,4.0,12.0,12.0,12.0,8.0
334,20141201,2-,2+,2,1+,1+,2+,2+,4-,17,6,9,7,5,5.0,9.0,9.0,22.0,9.0
335,20141202,3,3,3-,1+,3-,2+,3,1+,19+,15,15,12,5,12.0,9.0,15.0,5.0,11.0
336,20141203,3-,2-,1-,1+,1+,2-,3-,2,14,12,6,3,5,5.0,6.0,12.0,7.0,7.0
337,20141204,2+,2-,1-,1-,2,3-,2,4-,16-,9,6,3,3,7.0,12.0,7.0,22.0,9.0
338,20141205,3-,3,2,2+,3+,2+,1,2,19-,12,15,7,9,18.0,9.0,4.0,7.0,10.0
339,20141206,2,2,2+,2+,2-,2,4-,4-,20-,7,7,9,9,6.0,7.0,22.0,22.0,11.0
340,20141207,5-,2+,3-,3+,5-,4+,4,4,30,39,9,12,18,39.0,32.0,27.0,27.0,25.0
341,20141208,3+,3-,2+,2+,3,4,3-,3-,23,18,12,9,9,15.0,27.0,12.0,12.0,14.0
342,20141209,4,2+,2+,2+,3,2+,4-,3,23,27,9,9,9,15.0,9.0,22.0,15.0,14.0
343,20141210,3+,2+,2+,2+,1,1-,1+,1+,15-,18,9,9,9,4.0,3.0,5.0,5.0,8.0
344,20141211,1+,0+,1-,0,1-,1,2-,2+,8,5,2,3,0,3.0,4.0,6.0,9.0,4.0
345,20141212,3,3-,3+,3,4+,3,4-,3+,26+,15,12,18,15,32.0,15.0,22.0,18.0,18.0
346,20141213,2-,2+,1+,1,3-,2,2+,3-,16,6,9,5,4,12.0,7.0,9.0,12.0,8.0
347,20141214,2,3,2-,2,2+,3-,3+,2-,19-,7,15,6,7,9.0,12.0,18.0,6.0,10.0
348,20141215,2-,3-,3,3+,3+,3-,3-,3+,23-,6,12,15,18,18.0,12.0,12.0,18.0,14.0
349,20141216,1,1+,1,1+,3-,2,2-,2+,13+,4,5,4,5,12.0,7.0,6.0,9.0,6.0
350,20141217,3-,2+,1+,1,1-,1+,1+,1-,11+,12,9,5,4,3.0,5.0,5.0,3.0,6.0
351,20141218,1,1+,1-,1-,1+,2+,1+,2,11-,4,5,3,3,5.0,9.0,5.0,7.0,5.0
352,20141219,3-,2-,2+,1+,1,2+,2,2,15+,12,6,9,5,4.0,9.0,7.0,7.0,7.0
353,20141220,3-,2+,2-,1+,2-,2-,1-,2+,14+,12,9,6,5,6.0,6.0,3.0,9.0,7.0
354,20141221,3-,3-,2+,2,3-,2,3+,4-,21+,12,12,9,7,12.0,7.0,18.0,22.0,12.0
355,20141222,5,5+,3+,2,1,3-,1,1+,22-,48,56,18,7,4.0,12.0,4.0,5.0,19.0
356,20141223,1-,0,1-,4,2,2,3,4,16+,3,0,3,27,7.0,7.0,15.0,27.0,11.0
357,20141224,4,2+,2,2,4-,3,3+,3+,24-,27,9,7,7,22.0,15.0,18.0,18.0,15.0
358,20141225,2-,2-,1+,1-,3,3-,3+,4-,18,6,6,5,3,15.0,12.0,18.0,22.0,11.0
359,20141226,4,4,2+,2,2-,2,5-,3-,23+,27,27,9,7,6.0,7.0,39.0,12.0,17.0
360,20141227,3+,2,1+,2-,2-,1,0+,0+,12-,18,7,5,6,6.0,4.0,2.0,2.0,6.0
361,20141228,2+,2,1+,1+,1+,2-,4-,2+,16,9,7,5,5,5.0,6.0,22.0,9.0,8.0
362,20141229,2,3,2+,3+,4-,5-,3+,5-,27,7,15,9,18,22.0,39.0,18.0,39.0,21.0
363,20141230,3,4,4-,2,3,3-,3-,2+,23+,15,27,22,7,15.0,12.0,12.0,9.0,15.0
364,20141231,1+,2+,1+,2-,2,3+,1+,2-,15,5,9,5,6,7.0,18.0,5.0,6.0,8.0
365,20150101,2+,1,1,1,1+,1+,2-,2+,12,9,4,4,4,5.0,5.0,6.0,9.0,6.0
366,20150102,3,1,1+,2-,2+,2+,3,4,19-,15,4,5,6,9.0,9.0,15.0,27.0,11.0
367,20150103,5-,3,2+,3,3-,1,1+,0,18,39,15,9,15,12.0,4.0,5.0,0.0,12.0
368,20150104,1-,1,2,3+,4-,5,3+,4,23,3,4,7,18,22.0,48.0,18.0,27.0,18.0
369,20150105,5+,3,2+,2-,2,2-,2+,3,21+,56,15,9,6,7.0,6.0,9.0,15.0,15.0
370,20150106,2,3,3+,4-,2,3,3-,1,21-,7,15,18,22,7.0,15.0,12.0,4.0,12.0
371,20150107,2+,2-,6,6+,4,2+,2,3+,28,9,6,80,94,27.0,9.0,7.0,18.0,31.0
372,20150108,4-,4,3-,2,2+,2-,2-,3-,21-,22,27,12,7,9.0,6.0,6.0,12.0,13.0
373,20150109,2,2-,2+,2-,2,1+,1,2,14,7,6,9,6,7.0,5.0,4.0,7.0,6.0
374,20150110,2+,3+,1+,2,2+,3+,1,1-,16+,9,18,5,7,9.0,18.0,4.0,3.0,9.0
375,20150111,3,2+,3,2,2+,1,2,3-,18+,15,9,15,7,9.0,4.0,7.0,12.0,10.0
376,20150112,0+,1+,1+,2-,3-,2+,2+,2,14,2,5,5,6,12.0,9.0,9.0,7.0,7.0
377,20150113,2-,2-,1,1+,3-,3-,2,2,15,6,6,4,5,12.0,12.0,7.0,7.0,7.0
378,20150114,2,1-,1,2-,3-,1+,2-,1,12,7,3,4,6,12.0,5.0,6.0,4.0,6.0
379,20150115,0+,1-,1+,1+,3,2-,0+,0+,9,2,3,5,5,15.0,6.0,2.0,2.0,5.0
380,20150116,1+,3,2,1+,2,1,2-,1,13+,5,15,7,5,7.0,4.0,6.0,4.0,7.0
381,20150117,3-,3,1-,2-,1+,0,0+,2-,11+,12,15,3,6,5.0,0.0,2.0,6.0,6.0
382,20150118,0+,0+,0,1-,1+,1,1,2+,7,2,2,0,3,5.0,4.0,4.0,9.0,4.0
383,20150119,2+,0+,0,1-,1-,1-,1,2,8-,9,2,0,3,3.0,3.0,4.0,7.0,4.0
384,20150120,1,0,1,1+,0+,0,0,0+,4,4,0,4,5,2.0,0.0,0.0,2.0,2.0
385,20150121,1+,2,2-,1+,2,4-,3+,3,18+,5,7,6,5,7.0,22.0,18.0,15.0,11.0
386,20150122,4-,3,2-,3,3,1+,2+,2,20,22,15,6,15,15.0,5.0,9.0,7.0,12.0
387,20150123,3-,3,2,2,2,2,2-,1-,16,12,15,7,7,7.0,7.0,6.0,3.0,8.0
388,20150124,0+,1,1,1,2-,2-,2+,2+,11+,2,4,4,4,6.0,6.0,9.0,9.0,6.0
389,20150125,1,2-,1-,1-,1,1,1+,3-,10,4,6,3,3,4.0,4.0,5.0,12.0,5.0
390,20150126,3+,3,3+,4,3-,3,2+,2,24-,18,15,18,27,12.0,15.0,9.0,7.0,15.0
391,20150127,3,3-,3,2,2-,2+,2+,3+,20+,15,12,15,7,6.0,9.0,9.0,18.0,11.0
392,20150128,3-,2,3,2+,1,1-,0+,1+,13+,12,7,15,9,4.0,3.0,2.0,5.0,7.0
393,20150129,2,1-,1-,2-,2-,2,4-,3-,15,7,3,3,6,6.0,7.0,22.0,12.0,8.0
394,20150130,2+,3-,2,1,1,2-,3+,3,17,9,12,7,4,4.0,6.0,18.0,15.0,9.0
395,20150131,1+,2+,1+,1+,2-,2+,2+,4-,16+,5,9,5,5,6.0,9.0,9.0,22.0,9.0
396,20150201,4,3-,3,2,2,3,4+,5,26,27,12,15,7,7.0,15.0,32.0,48.0,20.0
397,20150202,5,5-,4,4-,3,4-,4,3,31,48,39,27,22,15.0,22.0,27.0,15.0,27.0
398,20150203,4,4,3-,2+,3-,3,2+,3,24,27,27,12,9,12.0,15.0,9.0,15.0,16.0
399,20150204,2+,2-,1,2-,3-,3,1+,1+,15,9,6,4,6,12.0,15.0,5.0,5.0,8.0
400,20150205,2-,3,1+,2+,3+,3+,3-,2+,20,6,15,5,9,18.0,18.0,12.0,9.0,12.0
401,20150206,0,1+,2+,3-,2-,1+,1,0,10+,0,5,9,12,6.0,5.0,4.0,0.0,5.0
402,20150207,1-,1-,3,3+,2+,3-,2+,1+,16+,3,3,15,18,9.0,12.0,9.0,5.0,9.0
403,20150208,2,3-,3-,2,1+,2+,3,3-,19-,7,12,12,7,5.0,9.0,15.0,12.0,10.0
404,20150209,3,1-,1,0+,2+,2,2,2+,14-,15,3,4,2,9.0,7.0,7.0,9.0,7.0
405,20150210,1-,2+,1,0+,1,2-,2-,3,12-,3,9,4,2,4.0,6.0,6.0,15.0,6.0
406,20150211,1+,3,1-,2-,2+,1-,0,0+,10,5,15,3,6,9.0,3.0,0.0,2.0,5.0
407,20150212,1+,1-,0,1-,2,1+,1+,1,8+,5,3,0,3,7.0,5.0,5.0,4.0,4.0
408,20150213,0,0,0,1,1,1-,0+,0+,3+,0,0,0,4,4.0,3.0,2.0,2.0,2.0
409,20150214,0,2-,0+,0+,0+,0+,0,1,4,0,6,2,2,2.0,2.0,0.0,4.0,2.0
410,20150215,0+,2-,2-,1,3,2-,2-,1,12,2,6,6,4,15.0,6.0,6.0,4.0,6.0
411,20150216,0,0+,1,1,2-,1,2+,3-,10,0,2,4,4,6.0,4.0,9.0,12.0,5.0
412,20150217,4-,3+,3+,4-,3,3-,4-,5,28+,22,18,18,22,15.0,12.0,22.0,48.0,22.0
413,20150218,5,4,3+,3-,2,2,3-,3,25-,48,27,18,12,7.0,7.0,12.0,15.0,18.0
414,20150219,3,3-,2+,2-,2-,2-,2-,2-,16+,15,12,9,6,6.0,6.0,6.0,6.0,8.0
415,20150220,1-,2-,2-,2-,2-,1-,1-,2,11-,3,6,6,6,6.0,3.0,3.0,7.0,5.0
416,20150221,3-,3-,1,1+,2-,1,1,2+,14-,12,12,4,5,6.0,4.0,4.0,9.0,7.0
417,20150222,2+,2+,1,2-,1+,1+,1-,2+,13,9,9,4,6,5.0,5.0,3.0,9.0,6.0
418,20150223,3,3-,3-,3+,3+,3+,3,4-,25,15,12,12,18,18.0,18.0,15.0,22.0,16.0
419,20150224,5+,5+,4,4-,3-,2+,1+,3-,27+,56,56,27,22,12.0,9.0,5.0,12.0,25.0
420,20150225,1-,1+,3,2,3,3-,2,0+,15,3,5,15,7,15.0,12.0,7.0,2.0,8.0
421,20150226,2-,0+,1+,1+,1,0,0+,1,7,6,2,5,5,4.0,0.0,2.0,4.0,4.0
422,20150227,0,0,0+,0+,1-,1,0+,1+,4,0,0,2,2,3.0,4.0,2.0,5.0,2.0
423,20150228,1-,3-,2+,2,2,3,4-,3,19+,3,12,9,7,7.0,15.0,22.0,15.0,11.0
424,20150301,5,5,5+,4-,2,1+,2+,3-,27+,48,48,56,22,7.0,5.0,9.0,12.0,26.0
425,20150302,4,4+,5+,5-,4-,4-,3,2,31-,27,32,56,39,22.0,22.0,15.0,7.0,28.0
426,20150303,3,3,2,2,2-,1+,2+,3+,19-,15,15,7,7,6.0,5.0,9.0,18.0,10.0
427,20150304,2,1+,2-,3+,3,0+,2-,3-,16,7,5,6,18,15.0,2.0,6.0,12.0,9.0
428,20150305,1+,0+,0+,1+,2,2+,2-,1+,11-,5,2,2,5,7.0,9.0,6.0,5.0,5.0
429,20150306,1+,3-,4-,2,2-,2-,2,3,18,5,12,22,7,6.0,6.0,7.0,15.0,10.0
430,20150307,4-,4+,3+,3+,3,4-,3+,4-,28+,22,32,18,18,15.0,22.0,18.0,22.0,21.0
431,20150308,3-,2+,3-,3,4-,2,2-,0+,18+,12,9,12,15,22.0,7.0,6.0,2.0,11.0
432,20150309,3+,2+,0+,0,1-,1,0+,1,9,18,9,2,0,3.0,4.0,2.0,4.0,5.0
433,20150310,1+,1+,2-,1+,1-,0+,1,0+,8,5,5,6,5,3.0,2.0,4.0,2.0,4.0
434,20150311,0+,3,3-,2-,2+,3-,2+,1,16,2,15,12,6,9.0,12.0,9.0,4.0,9.0
435,20150312,2-,3+,2+,2+,2+,2,1-,0,15-,6,18,9,9,9.0,7.0,3.0,0.0,8.0
436,20150313,1,0+,0+,2-,3+,2,1,1,11-,4,2,2,6,18.0,7.0,4.0,4.0,6.0
437,20150314,0+,2+,2-,1+,2-,1-,0+,2+,11-,2,9,6,5,6.0,3.0,2.0,9.0,5.0
438,20150315,2,2,3-,1+,1+,1+,2,1,14-,7,7,12,5,5.0,5.0,7.0,4.0,6.0
439,20150316,2-,3+,4-,3,3-,3-,1+,0+,19-,6,18,22,15,12.0,12.0,5.0,2.0,12.0
440,20150317,2,5-,6-,5+,8-,8-,7+,8-,48,7,39,67,56179179154179108,,,,,
441,20150318,6,5-,4+,4+,5+,5+,5-,5-,39+,80,39,32,32,56.0,56.0,39.0,39.0,47.0
442,20150319,4+,4,4-,5,4+,3,2+,4-,30+,32,27,22,48,32.0,15.0,9.0,22.0,26.0
443,20150320,5-,3,5-,3,3-,2+,3+,4+,28,39,15,39,15,12.0,9.0,18.0,32.0,22.0
444,20150321,4,3-,3+,3-,2+,2-,2-,1+,20-,27,12,18,12,9.0,6.0,6.0,5.0,12.0
445,20150322,2+,3+,6+,5-,3+,1,1,1,23,9,18,94,39,18.0,4.0,4.0,4.0,24.0
446,20150323,4-,4+,2+,3,4-,3,3-,4-,26+,22,32,9,15,22.0,15.0,12.0,22.0,19.0
447,20150324,2-,1+,1+,2+,3+,4-,2-,2,17+,6,5,5,9,18.0,22.0,6.0,7.0,10.0
448,20150325,2,2+,3-,3+,4-,3-,3+,2,22,7,9,12,18,22.0,12.0,18.0,7.0,13.0
449,20150326,2+,1+,2-,1-,2,2+,2,3,15+,9,5,6,3,7.0,9.0,7.0,15.0,8.0
450,20150327,3,2+,2+,1+,2+,1+,1,1+,15,15,9,9,5,9.0,5.0,4.0,5.0,8.0
451,20150328,0,2-,3+,2-,2-,2+,2,3-,15+,0,6,18,6,6.0,9.0,7.0,12.0,8.0
452,20150329,4,3+,2+,2-,2,2-,2,2,19,27,18,9,6,7.0,6.0,7.0,7.0,11.0
453,20150330,2-,2,1-,1-,0+,0+,1-,2-,8,6,7,3,3,2.0,2.0,3.0,6.0,4.0
454,20150331,0+,1-,2+,2+,3,3,3-,2,16+,2,3,9,9,15.0,15.0,12.0,7.0,9.0
455,20150401,1+,1,1+,2-,1+,3,2,2,14-,5,4,5,6,5.0,15.0,7.0,7.0,7.0
456,20150402,1-,2-,2,2+,2+,2+,3+,5-,19+,3,6,7,9,9.0,9.0,18.0,39.0,12.0
457,20150403,3+,3-,2+,2+,3,3-,2,3,21+,18,12,9,9,15.0,12.0,7.0,15.0,12.0
458,20150404,3,3-,2-,2+,3,3+,2,2-,20-,15,12,6,9,15.0,18.0,7.0,6.0,11.0
459,20150405,2-,2,1+,1-,1,2-,1,3,12+,6,7,5,3,4.0,6.0,4.0,15.0,6.0
460,20150406,2+,2+,2-,1-,2-,1-,1-,1,11,9,9,6,3,6.0,3.0,3.0,4.0,5.0
461,20150407,2,2+,0+,0,1-,1-,1+,0+,8-,7,9,2,0,3.0,3.0,5.0,2.0,4.0
462,20150408,1,0+,0,0,1,1,2-,1-,6-,4,2,0,0,4.0,4.0,6.0,3.0,3.0
463,20150409,2+,3,3-,3-,2+,3-,2,3-,20+,9,15,12,12,9.0,12.0,7.0,12.0,11.0
464,20150410,5+,5,5+,4+,4+,3+,3,2,33-,56,48,56,32,32.0,18.0,15.0,7.0,33.0
465,20150411,4,4,4-,3+,3-,3-,2+,1+,24,27,27,22,18,12.0,12.0,9.0,5.0,16.0
466,20150412,0+,1,1,0+,1,1-,1+,1-,6+,2,4,4,2,4.0,3.0,5.0,3.0,3.0
467,20150413,2+,2+,2-,1,1+,1+,1+,1-,12,9,9,6,4,5.0,5.0,5.0,3.0,6.0
468,20150414,0+,1-,1+,1,3,4+,4-,4-,18,2,3,5,4,15.0,32.0,22.0,22.0,13.0
469,20150415,2+,3-,3-,5,5+,4-,5-,4-,30,9,12,12,48,56.0,22.0,39.0,22.0,28.0
470,20150416,5-,5-,5-,4+,4-,4,5+,6,37+,39,39,39,32,22.0,27.0,56.0,80.0,42.0
471,20150417,5,5-,4,3,3,3,3-,2,27+,48,39,27,15,15.0,15.0,12.0,7.0,22.0
472,20150418,3-,2,2,2,2,2+,3+,3-,19,12,7,7,7,7.0,9.0,18.0,12.0,10.0
473,20150419,3,2+,2-,1+,2-,2,2,2+,16+,15,9,6,5,6.0,7.0,7.0,9.0,8.0
474,20150420,3,3,1+,1+,2,1+,3-,3-,17+,15,15,5,5,7.0,5.0,12.0,12.0,10.0
475,20150421,4,4-,3+,4,4+,3+,3-,3+,29-,27,22,18,27,32.0,18.0,12.0,18.0,22.0
476,20150422,2+,2,3+,2+,2+,2-,2-,3-,18+,9,7,18,9,9.0,6.0,6.0,12.0,10.0
477,20150423,2-,3+,1,1,1-,1-,0+,1+,10,6,18,4,4,3.0,3.0,2.0,5.0,6.0
